sentences,replaced
"She is unable to say exactly which

ones","Stanley is unable to say exactly which

ones"
"She denies any headache, visual changes, chest pain,

shortness of breath, palpitations, dizziness, or lightheadedness","Ray denies any headache, visual changes, chest pain,

shortness of breath, palpitations, dizziness, or lightheadedness"
"PHYSICAL EXAMINATION:  She is awake, alert, in no distress with

no complaints","PHYSICAL EXAMINATION:  Phillip is awake, alert, in no distress with

no complaints"
"She has no papilledema and fundal

exam is clear","Jacob has no papilledema and fundal

exam is clear"
"Neurologically, she is oriented x3 with normal

mood and affect","Neurologically, Tony is oriented x3 with normal

mood and affect"
"She is told to follow up with

her primary care physician within 2 weeks","Virgil is told to follow up with

her primary care physician within 2 weeks"
"She says she will be

able to do that and remains asymptomatic throughout her Emergency

Department stay","Anthony says Anthony will be

able to do that and remains asymptomatic throughout her Emergency

Department stay"
"She has been eating and drinking

well and has no specific complaints of fever, chills, nausea,

vomiting, diarrhea, or additional symptoms","Keith has been eating and drinking

well and has no specific complaints of fever, chills, nausea,

vomiting, diarrhea, or additional symptoms"
"She underwent a left ileofemoral  endarterectomy 1/63, and a right  right common femoral and external iliac endarterectomy with right fem-pop 4/63","Randall underwent a left ileofemoral  endarterectomy 1/63, and a right  right common femoral and external iliac endarterectomy with right fem-pop 4/63"
She denies any relief with any previous procedures,Alfred denies any relief with any previous procedures
She states she has to stop before walking 1 block due to pain in both legs R>L,Gerald states Gerald has to stop before walking 1 block due to pain in both legs R>L
January of 2063 she had a left iliofemoral endarterectomy with angioplasty and in situ above knee left fem-pop bypass graft,January of 2063 Sean had a left iliofemoral endarterectomy with angioplasty and in situ above knee left fem-pop bypass graft
"April of 2063 she had a right common femoral and external iliac endarterectomy with a right fem-pop bypass graft to the above-knee popliteal artery using transposed greater saphenous veins
3","April of 2063 Ross had a right common femoral and external iliac endarterectomy with a right fem-pop bypass graft to the above-knee popliteal artery using transposed greater saphenous veins
3"
"He underwent RCA stenting at that time, jailing the RV marginal with sluggish flow afterward","James underwent RCA stenting at that time, jailing the RV marginal with sluggish flow afterward"
He underwent f/u ETT w/imaging in 8/93 which showed a small fixed inferior defect with considerable residual viable myocardium and no evidence of ischemia,Caleb underwent f/u ETT w/imaging in 8/93 which showed a small fixed inferior defect with considerable residual viable myocardium and no evidence of ischemia
He has done reasonably well since then,Travis has done reasonably well since then
He had a repeat ETT 7/31/95,Jacob had a repeat ETT 7/31/95
Today he presented for elective cath +/- via SDA,Today Wade presented for elective cath +/- via SDA
He was put on reopro and transferred to Cardiology where he arrived pain free and in no distress,Andrew was put on reopro and transferred to Cardiology where Andrew arrived pain free and in no distress
He is at high risk of progressive disease given his early RCA ISR,Douglas is at high risk of progressive disease given his early RCA ISR
"Problems	  

LOW BACK PAIN	      

he had prolonged discogenic back pain in 1/2070 and could not get appt with NAMG orthopedic/back surgeon and went to Montreal Medical Center","Problems	  

LOW BACK PAIN	      

Tim had prolonged discogenic back pain in 1/2070 and could not get appt with NAMG orthopedic/back surgeon and went to Montreal Medical Center"
He underwent L4/5 lamenictomy in 2/2070,Ivan underwent L4/5 lamenictomy in 2/2070
He has persistent right-lower back pain and has seen Dr,Henry has persistent right-lower back pain and has seen Dr
He will be seeing Dr,Tony will be seeing Dr
Whitehead is contemplating surgery as he cannot walk without pain,Whitehead is contemplating surgery as Bill cannot walk without pain
He has been on meds for NIDDM,Stephen has been on meds for NIDDM
He could not tolerate high dose of glucophage and is now seeing endocrine,Don could not tolerate high dose of glucophage and is now seeing endocrine
He has regular optho exam and is on zestoretic,Francisco has regular optho exam and is on zestoretic
Little rationale to check for microalbuminuria as he is already on ace-inh,Little rationale to check for microalbuminuria as Justin is already on ace-inh
He has NIDDM and HTN,Lawrence has NIDDM and HTN
He has significant white coat component,Willie has significant white coat component
He is on flomax 0,Jack is on flomax 0
"Neurological symptoms	      

he reports having intolerance to bright lights, tingling in his mid anterior abdomen and chest as well as numbness in his left middle three digits with some neck discomfort","Neurological symptoms	      

Ryan reports having intolerance to bright lights, tingling in his mid anterior abdomen and chest as well as numbness in his left middle three digits with some neck discomfort"
"Will check TSH, B12 and have him see Dr","Will check TSH, B12 and have Jacob see Dr"
He still has some cervical radiculopathy syptoms,Floyd still has some cervical radiculopathy syptoms
He will see Dr,Harry will see Dr
He now has right neck pain,Vincent now has right neck pain
Again referred him to Dr,Again referred Chris to Dr
He likely has cervical radiculopathy,Phillip likely has cervical radiculopathy
"Vital Signs	    

Blood Pressure:	 170/70   

Weight:	 187   Pounds



Physical Exam	  

Chest	

clear

Cor/Cardiac	

s1s2 s4 with s4

Neurological	

He has normal motor strength in his limbs","Vital Signs	    

Blood Pressure:	 170/70   

Weight:	 187   Pounds



Physical Exam	  

Chest	

clear

Cor/Cardiac	

s1s2 s4 with s4

Neurological	

Gary has normal motor strength in his limbs"
He has had a relatively unremarkable recovery with out complication,Billy has had a relatively unremarkable recovery with out complication
He has increased activity and should plan to enroll in cardiac rehabilitation in a few weeks,Howard has increased activity and should plan to enroll in cardiac rehabilitation in a few weeks
He  seems to be making an excellent recovery from surgery,Francisco  seems to be making an excellent recovery from surgery
I am releasing  him to your care,I am releasing  Philip to your care
"We would be happy to see him at any time in the future, if you should so desire","We would be happy to see George at any time in the future, if you should so desire"
"He has come week 
from a trip for one week and he did follow his diet, but had 
continued increasing polyuria, polydipsia, blurring of vision and 
weakness","Ivan has come week 
from a trip for one week and Ivan did follow his diet, but had 
continued increasing polyuria, polydipsia, blurring of vision and 
weakness"
"PAST MEDICAL HISTORY:  Renal insufficiency and ""incipient type II 
diabetes"" for which he had been following a strict diet","PAST MEDICAL HISTORY:  Renal insufficiency and ""incipient type II 
diabetes"" for which Julian had been following a strict diet"
"THERAPY RENDERED/COURSE IN ED:  He was begun on intravenous fluids 
and intravenous insulin, and arrangements were made to go to a 
step-down unit on an insulin drip","THERAPY RENDERED/COURSE IN ED:  Clarence was begun on intravenous fluids 
and intravenous insulin, and arrangements were made to go to a 
step-down unit on an insulin drip"
Peritransplant he devloped a multifocal PNA of unclear etiology,Peritransplant Kirk devloped a multifocal PNA of unclear etiology
"Per the patient, he had a dry hacking cough with occaisional fevers and night sweats that lasted from April through November of 73 and resolved on their own","Per the patient, Joe had a dry hacking cough with occaisional fevers and night sweats that lasted from April through November of 73 and resolved on their own"
"He had several courses of quinolones (and other abx) during this period without significant relief, but ultimately his symptoms improved on their own","Scott had several courses of quinolones (and other abx) during this period without significant relief, but ultimately his symptoms improved on their own"
He deveoloped iron overload (Ferritin 1356) and started phlebotomy 9/74,Ernest deveoloped iron overload (Ferritin 1356) and started phlebotomy 9/74
Ware did well from a respiratory standpoint until 11/74 when he noticed intermittent fevers approximately every 2 weeks,Ware did well from a respiratory standpoint until 11/74 when Arthur noticed intermittent fevers approximately every 2 weeks
He also again experienced symptoms of a dry hacking cough that occurs with change in positioning (not necessarily lying flat),Randall also again experienced symptoms of a dry hacking cough that occurs with change in positioning (not necessarily lying flat)
He saw his PCP who thought he might have PNA,Wade saw his PCP who thought Wade might have PNA
He obtained a CXR and gave hime a course ofr azithromycin (5d),Kenneth obtained a CXR and gave hime a course ofr azithromycin (5d)
"In early December, he began experienceing SOB with exertional dyspnea","In early December, Sean began experienceing SOB with exertional dyspnea"
He saw his PCP again who rx avelox,Philip saw his PCP again who rx avelox
"He got another CXR which showed some ""fluid"" and was strated on lasix","Danny got another CXR which showed some ""fluid"" and was strated on lasix"
"He was also referred for echocardiogram, PFTs, and chest CT","Jordan was also referred for echocardiogram, PFTs, and chest CT"
"On arrival, he was found to be in AFB w/RVR","On arrival, Lawrence was found to be in AFB w/RVR"
He was admitted from 12/21-01/02,Joseph was admitted from 12/21-01/02
He was rate controlled and had minimal diuresis,Alvin was rate controlled and had minimal diuresis
He had 1 temperature to 101,Jack had 1 temperature to 101
"4, and given his history he was seen by our service","4, and given his history Alan was seen by our service"
He and influenza/rsv/paraflu/adnevorus nasal swabs which were also negative,Timothy and influenza/rsv/paraflu/adnevorus nasal swabs which were also negative
He improved w/regard to SOB but cough persisted,Randy improved w/regard to SOB but cough persisted
He was seen by Dr,Earl was seen by Dr
He had a URI syndrome in January that lasted 3 weeks then resolved,Mike had a URI syndrome in January that lasted 3 weeks then resolved
"On February 19th, he noticed the onset of low-grade temps (100","On February 19th, Victor noticed the onset of low-grade temps (100"
He saw his PCP 2/23 who rx moxifloxacin,Christopher saw his PCP 2/23 who rx moxifloxacin
He had no change in his symptoms,Howard had no change in his symptoms
He had some mild rhinorrhea and mildly increased SOB,Terry had some mild rhinorrhea and mildly increased SOB
"He denies CP, abdominal pain, HA, N/V/D, joint pain, skin rashes, dysuria","Oscar denies CP, abdominal pain, HA, N/V/D, joint pain, skin rashes, dysuria"
He was admitted for further workup,Stephen was admitted for further workup
He is up tp date received influenza &amp; pneumococcal vaccines,Philip is up tp date received influenza &amp; pneumococcal vaccines
He is on insulin at home and his last hemoglobin A1C was around 8,Jordan is on insulin at home and his last hemoglobin A1C was around 8
No rheumatologic disease that he is aware of,No rheumatologic disease that Alberto is aware of
Social History: He is a programmer and works as a Industrial Engineering and Manufacturing Technologist at Activision Blizzard,Social History: Billy is a programmer and works as a Industrial Engineering and Manufacturing Technologist at Activision Blizzard
He is married with three children and 4 grandchildren,Alvin is married with three children and 4 grandchildren
He does not smoke or drink,Philip does not smoke or drink
"He has remote travel hx to the Rockefeller Centre, more recent global travel (Fernley, Cartersville, Iceland), and frequent travel to Muscat area","Raymond has remote travel hx to the Rockefeller Centre, more recent global travel (Fernley, Cartersville, Iceland), and frequent travel to Muscat area"
He recently gave away his indoor cat prior to transplant,Kent recently gave away his indoor cat prior to transplant
He does not recall tick bites and has infrequently visited Storting and Acropolis,Vincent does not recall tick bites and has infrequently visited Storting and Acropolis
He works on model planes,Marshall works on model planes
He has no TB exposures,Wayne has no TB exposures
"He has not yet had documented fevers in the hospital, but his rhinorrhea after sick contact during this season is suggestive of a viral syndrome","Kirk has not yet had documented fevers in the hospital, but his rhinorrhea after sick contact during this season is suggestive of a viral syndrome"
He has chronically mildly elevated LFTs which are stable,Alexander has chronically mildly elevated LFTs which are stable
He has a new mild eospinophila of unclear etiology,Travis has a new mild eospinophila of unclear etiology
"He was golfing at the time, and suddenly developed weakness with no sensory changes","Scott was golfing at the time, and suddenly developed weakness with no sensory changes"
"He went to Gilmore Hospital, where they checked his blood pressure, and found it to be 220/140 (per his report)","Randy went to Gilmore Hospital, where they checked his blood pressure, and found it to be 220/140 (per his report)"
"A CT scan was performed, and he was informed that it was normal","A CT scan was performed, and Rene was informed that it was normal"
He became frustrated with the ER there and signed out AMA,Clifford became frustrated with the ER there and signed out AMA
"He went to the HCH at Easton 2 days later, his BP was still elevated, and they started him on clonidine","Sean went to the HCH at Easton 2 days later, his BP was still elevated, and they started Sean on clonidine"
"They attempted to arrange for a renal angiogram to work up his hypertension, but he declined","They attempted to arrange for a renal angiogram to work up his hypertension, but Henry declined"
He comes to me for a second opinion regarding his workup,Melvin comes to me for a second opinion regarding his workup
"He has never had sensory changes, and no speech difficulties, anosognosia, neglect, or gait instability","Roy has never had sensory changes, and no speech difficulties, anosognosia, neglect, or gait instability"
"He did have ""flashing lights in both eyes"" for fifteen minutes at the onset of the symptoms on the golf course, but none since then","Albert did have ""flashing lights in both eyes"" for fifteen minutes at the onset of the symptoms on the golf course, but none since then"
"He has never had transient monocular blindness, diplopia, or suddenly blurry vision","Wesley has never had transient monocular blindness, diplopia, or suddenly blurry vision"
He is being worked up for possible renal artery stenosis,Richard is being worked up for possible renal artery stenosis
He has not had his cholesterol checked,Jaime has not had his cholesterol checked
"Slater's CT scan, and he has a lacunar infarct of the left posterior internal capsule, which explains his pure motor hemiparesis syndrome","Slater's CT scan, and Marcus has a lacunar infarct of the left posterior internal capsule, which explains his pure motor hemiparesis syndrome"
"I have counseled him that most likely the best treatment for this type of stroke is to control his hypertension, and to use antiplatelet agents","I have counseled Tony that most likely the best treatment for this type of stroke is to control his hypertension, and to use antiplatelet agents"
I have asked that he increase his dose of ASA to 325 mg per day,I have asked that Billy increase his dose of ASA to 325 mg per day
"In addition, he needs a work up","In addition, Rodney needs a work up"
"I have arranged for him to have CNIS, 24 hour Holter monitoring, and TTE with bubble study","I have arranged for Arthur to have CNIS, 24 hour Holter monitoring, and TTE with bubble study"
"He wishes to have a PCP at FPC, and I have requested that he have the next available appointment with Dr","Willie wishes to have a PCP at FPC, and I have requested that Willie have the next available appointment with Dr"
"He will return to clinic in 2-3 months, and is to page me immediately with any new symptoms or concerns","Enrique will return to clinic in 2-3 months, and is to page me immediately with any new symptoms or concerns"
"Xia is a 57-year-old woman who comes in for evaluation of treatment of diabetes and hypertension, reporting that for the last 3 days she has had trouble with her vision, her blood pressure has been high","Xia is a 57-year-old woman who comes in for evaluation of treatment of diabetes and hypertension, reporting that for the last 3 days Harry has had trouble with her vision, her blood pressure has been high"
She has been having a lot of headaches,Howard has been having a lot of headaches
She has had pain in her right thumb that goes to her right lateral side area,Chris has had pain in her right thumb that goes to her right lateral side area
"She has been having hot flashes but no fevers, sweats or chills","Fred has been having hot flashes but no fevers, sweats or chills"
She does not really understand why she is feeling so bad with these headaches and other problems,Wade does not really understand why Wade is feeling so bad with these headaches and other problems
MEDICATIONS:  She has not taken any medications for the last two days,MEDICATIONS:  Adam has not taken any medications for the last two days
She does have her diabetes medications but no blood pressure medication,Patrick does have her diabetes medications but no blood pressure medication
"She usually takes Cozaar 100 daily, Glucophage 1000 b","Jason usually takes Cozaar 100 daily, Glucophage 1000 b"
She has not been needing Nexium of late,Jacob has not been needing Nexium of late
SOCIAL HISTORY:  She does not smoke or use street drugs,SOCIAL HISTORY:  Marshall does not smoke or use street drugs
She does have a little bit of white wine when she has guests on occasion,Donald does have a little bit of white wine when Donald has guests on occasion
"Pleasant, articulate in English, she appears comfortable","Pleasant, articulate in English, Bobby appears comfortable"
She is clear to percussion,Raymond is clear to percussion
"We will recheck glucose, hemoglobin A1c, UA, and microalbuminuria and see how she is doing today","We will recheck glucose, hemoglobin A1c, UA, and microalbuminuria and see how Kyle is doing today"
She is on an increased Lipitor,Alberto is on an increased Lipitor
"We will check cholesterol, see how she is doing at this point, and an OT, PT to make sure she is tolerating the medication","We will check cholesterol, see how Paul is doing at this point, and an OT, PT to make sure Paul is tolerating the medication"
I explained at great length that the reason for all of her symptoms is the fact she stopped taking her medication,I explained at great length that the reason for all of her symptoms is the fact Aaron stopped taking her medication
She seemed surprised that it would have such an immediate and strong effect and I explained to her that it does,Alex seemed surprised that it would have such an immediate and strong effect and I explained to her that it does
She has to take her medication every day,Stephen has to take her medication every day
"I told her she had to leave the Carolyn Huntington right now, go immediately to the drugstore to pick up the medication and she said she would do that","I told her Clarence had to leave the Carolyn Huntington right now, go immediately to the drugstore to pick up the medication and Clarence said Clarence would do that"
She will need follow-up colonoscopy every three years per GI,Allen will need follow-up colonoscopy every three years per GI
"Social History

Living arrangements:  He has recently moved from Ouagadougou","Social History

Living arrangements:  Joseph has recently moved from Ouagadougou"
He is living with his son and daughter-in-law in Harrisburg,Kevin is living with his son and daughter-in-law in Harrisburg
He has mostly been in the hospital over the last several months,Joseph has mostly been in the hospital over the last several months
Work:  He is a retired vocational instructor,Work:  Clarence is a retired vocational instructor
He had been with the city of Cadiz for 32 years,Arthur had been with the city of Cadiz for 32 years
Over the last week he has been having bright red blood,Over the last week Matthew has been having bright red blood
"He has had melena in the past, most recently grape jelly like clots of blood","Alfredo has had melena in the past, most recently grape jelly like clots of blood"
He has had anorexia,Ross has had anorexia
"Extrem:  Left shoulder pain, history of significant infection in the left shoulder, torn rotator cuff so that he is essentially unable to use the left arm","Extrem:  Left shoulder pain, history of significant infection in the left shoulder, torn rotator cuff so that Brandon is essentially unable to use the left arm"
"History of heart failure with significant weakness, shortness of breath, recent chest pain, nonhealing ulcer on his left shoulder, all requiring emergency hospitalization, and he will be sent to the BARH ER at once","History of heart failure with significant weakness, shortness of breath, recent chest pain, nonhealing ulcer on his left shoulder, all requiring emergency hospitalization, and Anthony will be sent to the BARH ER at once"
Underwent unsuccesfull attmp by IR to open vessel and was awainting sheath pull on the vascular floor when he developed shortness of breath and b/l chest pressure in the setting of FFP transfusion,Underwent unsuccesfull attmp by IR to open vessel and was awainting sheath pull on the vascular floor when Francisco developed shortness of breath and b/l chest pressure in the setting of FFP transfusion
He was diruesed and placed on CPAP when he began to increasing respiratory effort and evidence of tiring,Randall was diruesed and placed on CPAP when Randall began to increasing respiratory effort and evidence of tiring
He was then intubated and transferred to the CCU,Russell was then intubated and transferred to the CCU
He was startered on peripheral  dopamine with good respone,Jay was startered on peripheral  dopamine with good respone
ALLERGIES:  He has no known drug allergies,ALLERGIES:  Matthew has no known drug allergies
SOCIAL HISTORY:  He is an ex-smoker,SOCIAL HISTORY:  Bob is an ex-smoker
"He quit two years prior to this

admission","Larry quit two years prior to this

admission"
He was a social drinker and is a  school administrator,Daryl was a social drinker and is a  school administrator
"As not lilely ACS, not emergent indication for cath, but he was scheduled for elective cath 12/08 and likely would benefit from expedited diagnosis","As not lilely ACS, not emergent indication for cath, but Shawn was scheduled for elective cath 12/08 and likely would benefit from expedited diagnosis"
Likely to cath today where it is propble he will have 3vd and require CT surg consult,Likely to cath today where it is propble Leon will have 3vd and require CT surg consult
He continues to live at the home of his sister-in-law's brother who reports complaints of knee discomfort that do affect his ability to walk,Andy continues to live at the home of his sister-in-law's brother who reports complaints of knee discomfort that do affect his ability to walk
He is not using his cane,Ray is not using his cane
He may have at time some difficulty starting to urinate but does not have nocturia on a regular basis,Manuel may have at time some difficulty starting to urinate but does not have nocturia on a regular basis
Will get Sissonville VNA to come and see him regarding physical therapy evaluation,Will get Sissonville VNA to come and see Darrell regarding physical therapy evaluation
He will otherwise follow up in 6 months,Floyd will otherwise follow up in 6 months
"He has had also progressive abdominal

distention, he reports over the last 3-4 weeks","Bryan has had also progressive abdominal

distention, Bryan reports over the last 3-4 weeks"
"He had

a KUB done at the referring facility that demonstrated a question

of a small bowel obstruction but this film was not sent with him","Tim had

a KUB done at the referring facility that demonstrated a question

of a small bowel obstruction but this film was not sent with Tim"
He also had a fever today per report,Tracy also had a fever today per report
"He does have a history of an ileus and prior

admissions for urosepsis with levofloxacin resistant E","Chad does have a history of an ileus and prior

admissions for urosepsis with levofloxacin resistant E"
"He

reports a mild cough","Marshall

reports a mild cough"
PAST SURGICAL HISTORY:  He is status post urethral stenting,PAST SURGICAL HISTORY:  Salvador is status post urethral stenting
"He has synechiae of his pupils that are 2 mm

and nonreactive","Paul has synechiae of his pupils that are 2 mm

and nonreactive"
His mood and affect is normal but he is dysarthric,His mood and affect is normal but Jeremy is dysarthric
"He is

neurologically, however, appears to be at his baseline","Danny is

neurologically, however, appears to be at his baseline"
"He has had no vomiting here and does not feel

nauseated, however, does not have an appetite","Peter has had no vomiting here and does not feel

nauseated, however, does not have an appetite"
"He has had

decreased urine output and managed to put out a total 25 cc of

urine through his Foley since 2:00 p","Mario has had

decreased urine output and managed to put out a total 25 cc of

urine through his Foley since 2:00 p"
"Presently, he was

not tender over his bladder","Presently, Alberto was

not tender over his bladder"
"He

received antibiotics wide spectrum including vancomycin,

levofloxacin and Flagyl initially followed by gentamicin given

his prior levofloxacin resistance","Donald

received antibiotics wide spectrum including vancomycin,

levofloxacin and Flagyl initially followed by gentamicin given

his prior levofloxacin resistance"
He has been followed by Dr,Enrique has been followed by Dr
"He was admitted to GNC from 6/13/82 to 6/19/82 after being found to be in atrial fibrillation with hypotension, fatigue, and nausea; this was 2 weeks after the placement of his BiV ICD","Alfred was admitted to GNC from 6/13/82 to 6/19/82 after being found to be in atrial fibrillation with hypotension, fatigue, and nausea; this was 2 weeks after the placement of his BiV ICD"
"He converted to sinus rhythm after amiodarone was administered, but developed a marked transaminitis","Jonathan converted to sinus rhythm after amiodarone was administered, but developed a marked transaminitis"
"Due to elevated filling pressures (PCWP 23), he required IV Lasix for diuresis","Due to elevated filling pressures (PCWP 23), Jeremy required IV Lasix for diuresis"
"He was felt to be a poor candidate for CABG given the degree of heart failure, so transplantation was instead pursued","Shawn was felt to be a poor candidate for CABG given the degree of heart failure, so transplantation was instead pursued"
He was also admitted to GNC from 11/10/82 through 11/13/82 after again being found with elevated filling pressures after complaining of fatigue (PCWP 37); he received a PA line and required a Lasix drip and IV nitroprusside,Shawn was also admitted to GNC from 11/10/82 through 11/13/82 after again being found with elevated filling pressures after complaining of fatigue (PCWP 37); Shawn received a PA line and required a Lasix drip and IV nitroprusside
He came for a scheduled right-sided heart catheterization today as he has had increasing complaint of fatigue,Richard came for a scheduled right-sided heart catheterization today as Richard has had increasing complaint of fatigue
"He reports that he has been feeling &#8220;lousy,&#8221; that his appetite has been &#8220;crummy,&#8221; and that he is &#8220;feeling real tired","Jim reports that Jim has been feeling &#8220;lousy,&#8221; that his appetite has been &#8220;crummy,&#8221; and that Jim is &#8220;feeling real tired"
&#8221;  He feels that these symptoms have been relatively severe but unchanged for the past 2 years,&#8221;  Rene feels that these symptoms have been relatively severe but unchanged for the past 2 years
"He denies overt shortness of breath, but essentially fatigues very easily with physical exertion, and has been requiring multiple naps a day","Eddie denies overt shortness of breath, but essentially fatigues very easily with physical exertion, and has been requiring multiple naps a day"
"He states that he has been careful with his diet (both fluid and salt intake) without any changes, and that he has been entirely compliant with his medications","Danny states that Danny has been careful with his diet (both fluid and salt intake) without any changes, and that Danny has been entirely compliant with his medications"
"Of note, his cardiologist attempted to change him from Toprol XL to Coreg several months ago, and that seems to have made him feel worse","Of note, his cardiologist attempted to change Larry from Toprol XL to Coreg several months ago, and that seems to have made Larry feel worse"
He continues to urinate to his home Lasix dosing,Perry continues to urinate to his home Lasix dosing
"He denies any sensation of chest pain or chest pressure, and denies chest palpitations or sensation of fluttering; he states clearly that he could tell when his heart was in an abnormal rhythm in 6/72","Seth denies any sensation of chest pain or chest pressure, and denies chest palpitations or sensation of fluttering; Seth states clearly that Seth could tell when his heart was in an abnormal rhythm in 6/72"
He says that his pacemaker was &#8220;checked&#8221; last week and that he was told he didn&#8217;t have any &#8220;episodes,Donald says that his pacemaker was &#8220;checked&#8221; last week and that Donald was told Donald didn&#8217;t have any &#8220;episodes
"&#8221;  He believes that he has been putting on weight recently, and reports that his baseline weight is ~225 lbs","&#8221;  Larry believes that Larry has been putting on weight recently, and reports that his baseline weight is ~225 lbs"
He denies recent fevers or chills,Johnnie denies recent fevers or chills
He has no complaint of leg swelling,Benjamin has no complaint of leg swelling
"He has a ~60 pack-year smoking history, but has since quit","Randy has a ~60 pack-year smoking history, but has since quit"
"She has had no chest pain, no nausea, no vomiting","Fred has had no chest pain, no nausea, no vomiting"
She has had a fever,Victor has had a fever
"She does have chronic renal insufficiency, COPD, CHF and diabetes","Francisco does have chronic renal insufficiency, COPD, CHF and diabetes"
"She has a chest x-ray for rule out of 
pneumothorax or hemothorax and she will need an arterial stick for 
blood draws","Samuel has a chest x-ray for rule out of 
pneumothorax or hemothorax and Samuel will need an arterial stick for 
blood draws"
"5 x 15 each) to mid and distal PLV
- echo (11/08/34) EF 54%, overall unremarkable
- last ETT-MIBI (2/23/35) 7:10, 9 METs, 80% mphr, pkdp 19k, developed chest pain (different from presenting) at 7 mins, ECG negative to HR attained, images without ischemia or infarction, EF 68%

He has done quite well from a cardiac perspective since the MI","5 x 15 each) to mid and distal PLV
- echo (11/08/34) EF 54%, overall unremarkable
- last ETT-MIBI (2/23/35) 7:10, 9 METs, 80% mphr, pkdp 19k, developed chest pain (different from presenting) at 7 mins, ECG negative to HR attained, images without ischemia or infarction, EF 68%

Manuel has done quite well from a cardiac perspective since the MI"
He has occasional fleeting chest pain but never sustained and nothing in the past 1-2 months,Alexander has occasional fleeting chest pain but never sustained and nothing in the past 1-2 months
He awoke this AM with dull left chest pain which has persisted throughout the day,Tony awoke this AM with dull left chest pain which has persisted throughout the day
"Given the CP persistance, he presented to the ER","Given the CP persistance, Steve presented to the ER"
"Currently, he is CP free and resting comfortably","Currently, Clarence is CP free and resting comfortably"
"At baseline, he doesn't exercise formally but he has 3 flights of stairs at home and he's able to climb them without exertional symptoms","At baseline, Lloyd doesn't exercise formally but Lloyd has 3 flights of stairs at home and Lloyd's able to climb them without exertional symptoms"
"Also, he was previously on therapy for GERD but stopped taking prilosec several months ago","Also, Shawn was previously on therapy for GERD but stopped taking prilosec several months ago"
He has mild leukocytosis (normal differential) of unclear etiology,Tom has mild leukocytosis (normal differential) of unclear etiology
"His legs buckling
underneath him","His legs buckling
underneath Joseph"
He has occasional dizzyness,Edward has occasional dizzyness
"He does not
use a walker","Kyle does not
use a walker"
He arrived today in a wheel chair,Willard arrived today in a wheel chair
"They both state he leans
forward and the he falls","They both state Ricky leans
forward and the Ricky falls"
He appeared well-nourished and well-groomed,Brian appeared well-nourished and well-groomed
"He wants to know the results from

     them","Charles wants to know the results from

     them"
"He is not taking hydrochlorothiazide and is curious about his blood

     pressure","Benjamin is not taking hydrochlorothiazide and is curious about his blood

     pressure"
He said he has cut his alcohol back to 6 pack once a week,Dean said Dean has cut his alcohol back to 6 pack once a week
"He

     has cut back his cigarettes to one time per week","Jeffrey

     has cut back his cigarettes to one time per week"
"He does say he has had

     some problems with his memory recently, although no other manifestations

     of dementia and no difficulty with ADLs","Randy does say Randy has had

     some problems with his memory recently, although no other manifestations

     of dementia and no difficulty with ADLs"
"He says he uses Viagra

     occasionally and it works for him","Sean says Sean uses Viagra

     occasionally and it works for Sean"
I told him to cut it out entirely,I told Jay to cut it out entirely
"Says he wanted 8 Percocet for the next month or two

          that he will take on rare occasions when his pain is more severe, and I

          did give him 8 Percocet","Says Caleb wanted 8 Percocet for the next month or two

          that Caleb will take on rare occasions when his pain is more severe, and I

          did give Caleb 8 Percocet"
"HISTORY OF PRESENT ILLNESS:  This is a 65-year-old gentleman with

a history of coronary artery disease who is transferred here from

an outlying institution after an episode of left chest radiated

to his arm that awoke him from sleep at about 11 o'clock","HISTORY OF PRESENT ILLNESS:  This is a 65-year-old gentleman with

a history of coronary artery disease who is transferred here from

an outlying institution after an episode of left chest radiated

to his arm that awoke Gordon from sleep at about 11 o'clock"
"He cannot tell if it is

like his previous coronary pain or not","Jeffrey cannot tell if it is

like his previous coronary pain or not"
"He is

asymptomatic when I see him and complaining of being tired","Daryl is

asymptomatic when I see Daryl and complaining of being tired"
"He had a total

troponin here of 0","Luis had a total

troponin here of 0"
"GI saw him then and EGD showed large clot in fundus of stomach, but unable to find source of active bleeding","GI saw Edwin then and EGD showed large clot in fundus of stomach, but unable to find source of active bleeding"
"Shortly after transfer to floor he  was noted to have hematemesis, then became pulseless and went into Vfib arrest","Shortly after transfer to floor Willie  was noted to have hematemesis, then became pulseless and went into Vfib arrest"
"After cardioversion x 2, he reverted to sinus rhythm which again returned to asystole","After cardioversion x 2, Jason reverted to sinus rhythm which again returned to asystole"
After 1 mg of epinephrine he regained pulse and rhythm was sinus tachycardia,After 1 mg of epinephrine Jacob regained pulse and rhythm was sinus tachycardia
"Her history, which I personally obtained and in review of the

record, she has a history of sarcoidosis, recently has had

increased cough and some shortness of breath, given albuterol

with symptomatic improvement yesterday and returned today with

some persistent pain, which she says is generally related to

cough","Her history, which I personally obtained and in review of the

record, George has a history of sarcoidosis, recently has had

increased cough and some shortness of breath, given albuterol

with symptomatic improvement yesterday and returned today with

some persistent pain, which George says is generally related to

cough"
"She has had no fevers, chills, or shortness of breath","Nicholas has had no fevers, chills, or shortness of breath"
"She is

asymptomatic at this time","Kent is

asymptomatic at this time"
She has had no recent travel,Morris has had no recent travel
SOCIAL HISTORY:  She is a nonsmoker,SOCIAL HISTORY:  Leon is a nonsmoker
"She is normocephalic, atraumatic","Christopher is normocephalic, atraumatic"
