sentences,replaced
"He

reports a mild cough","Kerica

reports a mild cough"
PAST SURGICAL HISTORY:  He is status post urethral stenting,PAST SURGICAL HISTORY:  Juvelson is status post urethral stenting
"He has synechiae of his pupils that are 2 mm

and nonreactive","Jaipinta has synechiae of his pupils that are 2 mm

and nonreactive"
His mood and affect is normal but he is dysarthric,His mood and affect is normal but Kazuyasu is dysarthric
"He is

neurologically, however, appears to be at his baseline","Danna Jose is

neurologically, however, appears to be at his baseline"
"He has had no vomiting here and does not feel

nauseated, however, does not have an appetite","Ralf Brait has had no vomiting here and does not feel

nauseated, however, does not have an appetite"
"He has had

decreased urine output and managed to put out a total 25 cc of

urine through his Foley since 2:00 p","Robert Klaudia has had

decreased urine output and managed to put out a total 25 cc of

urine through his Foley since 2:00 p"
"Presently, he was

not tender over his bladder","Presently, Oddenna was

not tender over his bladder"
"He

received antibiotics wide spectrum including vancomycin,

levofloxacin and Flagyl initially followed by gentamicin given

his prior levofloxacin resistance","Zaqro

received antibiotics wide spectrum including vancomycin,

levofloxacin and Flagyl initially followed by gentamicin given

his prior levofloxacin resistance"
He has been followed by Dr,Chai has been followed by Dr
"He was admitted to GNC from 6/13/82 to 6/19/82 after being found to be in atrial fibrillation with hypotension, fatigue, and nausea; this was 2 weeks after the placement of his BiV ICD","Burkhart was admitted to GNC from 6/13/82 to 6/19/82 after being found to be in atrial fibrillation with hypotension, fatigue, and nausea; this was 2 weeks after the placement of his BiV ICD"
"He converted to sinus rhythm after amiodarone was administered, but developed a marked transaminitis","Jevrosima converted to sinus rhythm after amiodarone was administered, but developed a marked transaminitis"
"Due to elevated filling pressures (PCWP 23), he required IV Lasix for diuresis","Due to elevated filling pressures (PCWP 23), Sarno required IV Lasix for diuresis"
"He was felt to be a poor candidate for CABG given the degree of heart failure, so transplantation was instead pursued","Jorge Takeo was felt to be a poor candidate for CABG given the degree of heart failure, so transplantation was instead pursued"
He was also admitted to GNC from 11/10/82 through 11/13/82 after again being found with elevated filling pressures after complaining of fatigue (PCWP 37); he received a PA line and required a Lasix drip and IV nitroprusside,Kale Kale was also admitted to GNC from 11/10/82 through 11/13/82 after again being found with elevated filling pressures after complaining of fatigue (PCWP 37); Kale Kale received a PA line and required a Lasix drip and IV nitroprusside
He came for a scheduled right-sided heart catheterization today as he has had increasing complaint of fatigue,Dona Toni came for a scheduled right-sided heart catheterization today as Dona Toni has had increasing complaint of fatigue
"He reports that he has been feeling &#8220;lousy,&#8221; that his appetite has been &#8220;crummy,&#8221; and that he is &#8220;feeling real tired","Squander reports that Squander has been feeling &#8220;lousy,&#8221; that his appetite has been &#8220;crummy,&#8221; and that Squander is &#8220;feeling real tired"
&#8221;  He feels that these symptoms have been relatively severe but unchanged for the past 2 years,&#8221;  Rodris feels that these symptoms have been relatively severe but unchanged for the past 2 years
"He denies overt shortness of breath, but essentially fatigues very easily with physical exertion, and has been requiring multiple naps a day","Bes denies overt shortness of breath, but essentially fatigues very easily with physical exertion, and has been requiring multiple naps a day"
"He states that he has been careful with his diet (both fluid and salt intake) without any changes, and that he has been entirely compliant with his medications","Apartmente states that Apartmente has been careful with his diet (both fluid and salt intake) without any changes, and that Apartmente has been entirely compliant with his medications"
"Of note, his cardiologist attempted to change him from Toprol XL to Coreg several months ago, and that seems to have made him feel worse","Of note, his cardiologist attempted to change Sedlak from Toprol XL to Coreg several months ago, and that seems to have made Sedlak feel worse"
He continues to urinate to his home Lasix dosing,Rossiza continues to urinate to his home Lasix dosing
"He denies any sensation of chest pain or chest pressure, and denies chest palpitations or sensation of fluttering; he states clearly that he could tell when his heart was in an abnormal rhythm in 6/72","Reidar denies any sensation of chest pain or chest pressure, and denies chest palpitations or sensation of fluttering; Reidar states clearly that Reidar could tell when his heart was in an abnormal rhythm in 6/72"
He says that his pacemaker was &#8220;checked&#8221; last week and that he was told he didn&#8217;t have any &#8220;episodes,Erlaograbbi says that his pacemaker was &#8220;checked&#8221; last week and that Erlaograbbi was told Erlaograbbi didn&#8217;t have any &#8220;episodes
"&#8221;  He believes that he has been putting on weight recently, and reports that his baseline weight is ~225 lbs","&#8221;  Nexhadi believes that Nexhadi has been putting on weight recently, and reports that his baseline weight is ~225 lbs"
He denies recent fevers or chills,Pszemo denies recent fevers or chills
He has no complaint of leg swelling,Rumini has no complaint of leg swelling
"He has a ~60 pack-year smoking history, but has since quit","Abu Ibrahim has a ~60 pack-year smoking history, but has since quit"
"She has had no chest pain, no nausea, no vomiting","Kejo has had no chest pain, no nausea, no vomiting"
She has had a fever,Ulfur has had a fever
"She does have chronic renal insufficiency, COPD, CHF and diabetes","Machsus does have chronic renal insufficiency, COPD, CHF and diabetes"
"She has a chest x-ray for rule out of 
pneumothorax or hemothorax and she will need an arterial stick for 
blood draws","Norwing has a chest x-ray for rule out of 
pneumothorax or hemothorax and Norwing will need an arterial stick for 
blood draws"
"5 x 15 each) to mid and distal PLV
- echo (11/08/34) EF 54%, overall unremarkable
- last ETT-MIBI (2/23/35) 7:10, 9 METs, 80% mphr, pkdp 19k, developed chest pain (different from presenting) at 7 mins, ECG negative to HR attained, images without ischemia or infarction, EF 68%

He has done quite well from a cardiac perspective since the MI","5 x 15 each) to mid and distal PLV
- echo (11/08/34) EF 54%, overall unremarkable
- last ETT-MIBI (2/23/35) 7:10, 9 METs, 80% mphr, pkdp 19k, developed chest pain (different from presenting) at 7 mins, ECG negative to HR attained, images without ischemia or infarction, EF 68%

Massawudu has done quite well from a cardiac perspective since the MI"
He has occasional fleeting chest pain but never sustained and nothing in the past 1-2 months,Adulfo has occasional fleeting chest pain but never sustained and nothing in the past 1-2 months
He awoke this AM with dull left chest pain which has persisted throughout the day,Abdalkarem awoke this AM with dull left chest pain which has persisted throughout the day
"Given the CP persistance, he presented to the ER","Given the CP persistance, Aiello presented to the ER"
"Currently, he is CP free and resting comfortably","Currently, Zuvies is CP free and resting comfortably"
"At baseline, he doesn't exercise formally but he has 3 flights of stairs at home and he's able to climb them without exertional symptoms","At baseline, Shamsunnaher doesn't exercise formally but Shamsunnaher has 3 flights of stairs at home and Shamsunnaher's able to climb them without exertional symptoms"
"Also, he was previously on therapy for GERD but stopped taking prilosec several months ago","Also, Kolian was previously on therapy for GERD but stopped taking prilosec several months ago"
He has mild leukocytosis (normal differential) of unclear etiology,Boujdour has mild leukocytosis (normal differential) of unclear etiology
"His legs buckling
underneath him","His legs buckling
underneath Eyah"
He has occasional dizzyness,Farxod has occasional dizzyness
"He does not
use a walker","Ann-Karin does not
use a walker"
He arrived today in a wheel chair,Zijuan arrived today in a wheel chair
"They both state he leans
forward and the he falls","They both state Jae-Hong leans
forward and the Jae-Hong falls"
He appeared well-nourished and well-groomed,Markopolo appeared well-nourished and well-groomed
"He wants to know the results from

     them","Joylyn wants to know the results from

     them"
"He is not taking hydrochlorothiazide and is curious about his blood

     pressure","Redone is not taking hydrochlorothiazide and is curious about his blood

     pressure"
He said he has cut his alcohol back to 6 pack once a week,Maggis said Maggis has cut his alcohol back to 6 pack once a week
"He

     has cut back his cigarettes to one time per week","Udaybhan

     has cut back his cigarettes to one time per week"
"He does say he has had

     some problems with his memory recently, although no other manifestations

     of dementia and no difficulty with ADLs","Martin Andres does say Martin Andres has had

     some problems with his memory recently, although no other manifestations

     of dementia and no difficulty with ADLs"
"He says he uses Viagra

     occasionally and it works for him","La Perle says La Perle uses Viagra

     occasionally and it works for La Perle"
I told him to cut it out entirely,I told Wila to cut it out entirely
"Says he wanted 8 Percocet for the next month or two

          that he will take on rare occasions when his pain is more severe, and I

          did give him 8 Percocet","Says Susso wanted 8 Percocet for the next month or two

          that Susso will take on rare occasions when his pain is more severe, and I

          did give Susso 8 Percocet"
"HISTORY OF PRESENT ILLNESS:  This is a 65-year-old gentleman with

a history of coronary artery disease who is transferred here from

an outlying institution after an episode of left chest radiated

to his arm that awoke him from sleep at about 11 o'clock","HISTORY OF PRESENT ILLNESS:  This is a 65-year-old gentleman with

a history of coronary artery disease who is transferred here from

an outlying institution after an episode of left chest radiated

to his arm that awoke Inabat from sleep at about 11 o'clock"
"He cannot tell if it is

like his previous coronary pain or not","La Mas Yal cannot tell if it is

like his previous coronary pain or not"
"He is

asymptomatic when I see him and complaining of being tired","Audina is

asymptomatic when I see Audina and complaining of being tired"
"He had a total

troponin here of 0","Minko Bimbo had a total

troponin here of 0"
"GI saw him then and EGD showed large clot in fundus of stomach, but unable to find source of active bleeding","GI saw Vaidimantas then and EGD showed large clot in fundus of stomach, but unable to find source of active bleeding"
"Shortly after transfer to floor he  was noted to have hematemesis, then became pulseless and went into Vfib arrest","Shortly after transfer to floor Gracel  was noted to have hematemesis, then became pulseless and went into Vfib arrest"
"After cardioversion x 2, he reverted to sinus rhythm which again returned to asystole","After cardioversion x 2, Nadica Dejan reverted to sinus rhythm which again returned to asystole"
After 1 mg of epinephrine he regained pulse and rhythm was sinus tachycardia,After 1 mg of epinephrine Duzi regained pulse and rhythm was sinus tachycardia
"Her history, which I personally obtained and in review of the

record, she has a history of sarcoidosis, recently has had

increased cough and some shortness of breath, given albuterol

with symptomatic improvement yesterday and returned today with

some persistent pain, which she says is generally related to

cough","Her history, which I personally obtained and in review of the

record, Lindile has a history of sarcoidosis, recently has had

increased cough and some shortness of breath, given albuterol

with symptomatic improvement yesterday and returned today with

some persistent pain, which Lindile says is generally related to

cough"
"She has had no fevers, chills, or shortness of breath","Politienne has had no fevers, chills, or shortness of breath"
"She is

asymptomatic at this time","Hayatkhan is

asymptomatic at this time"
She has had no recent travel,Lars Harald has had no recent travel
SOCIAL HISTORY:  She is a nonsmoker,SOCIAL HISTORY:  Mgbebu is a nonsmoker
"She is normocephalic, atraumatic","Mizama is normocephalic, atraumatic"
"She has no CVA

tenderness, no back tenderness","Give To Give has no CVA

tenderness, no back tenderness"
"She is awake, alert, and

oriented","Anegbe is awake, alert, and

oriented"
"She has a history of sarcoid and has EKG,

which I reviewed, which shows lateral T-wave changes as suggested

by her referring doctor","Lucia Teresa has a history of sarcoid and has EKG,

which I reviewed, which shows lateral T-wave changes as suggested

by her referring doctor"
She is pain free,Kaspa is pain free
She looks clinically stable,Emanise looks clinically stable
"As you know him well, I will summarize his history briefly for our records","As you know Jungdae well, I will summarize his history briefly for our records"
"In addition, he has multiple cardiac risk factors including diabetes, hypertension, dyslipidemia, and obstructive sleep apnea","In addition, Rosadelia has multiple cardiac risk factors including diabetes, hypertension, dyslipidemia, and obstructive sleep apnea"
"In addition to disease in his coronary vascular bed, he has a history of carotid disease status post left CEA","In addition to disease in his coronary vascular bed, Usmane has a history of carotid disease status post left CEA"
He came to your attention early this year with symptoms of exertional dyspnea,Jamby came to your attention early this year with symptoms of exertional dyspnea
"On further questioning, he reports feeling quite symptomatic when ambulating relatively short distances around his home or up and down the driveway","On further questioning, Celtina reports feeling quite symptomatic when ambulating relatively short distances around his home or up and down the driveway"
He can walk no further than approximately 50-100 feet before developing significant shortness of breath and fatigue,Joecel can walk no further than approximately 50-100 feet before developing significant shortness of breath and fatigue
He was recently diagnosed as having paroxysmal atrial fibrillation that has transitioned to persistent,Mango was recently diagnosed as having paroxysmal atrial fibrillation that has transitioned to persistent
"He has undergone multiple cardioversions most recently in 03/19/2161, but was unsuccessful","Hbari has undergone multiple cardioversions most recently in 03/19/2161, but was unsuccessful"
"Prior to that, cardioversion in February resulted in a brief period of restoration of sinus rhythm during which time he felt symptomatically improved","Prior to that, cardioversion in February resulted in a brief period of restoration of sinus rhythm during which time Cuong felt symptomatically improved"
He also describes occasional fleeting episodes of sharp left-sided chest discomfort,Mekds also describes occasional fleeting episodes of sharp left-sided chest discomfort
"Other than significant exertional shortness of breath, he feels relatively well","Other than significant exertional shortness of breath, Yerita feels relatively well"
He has occasional symptoms of orthostatic lightheadedness but no history of syncope,Venette has occasional symptoms of orthostatic lightheadedness but no history of syncope
"He denies any PND, orthopnea, or lower extremity swelling","Agnelle denies any PND, orthopnea, or lower extremity swelling"
He has no history of heart failure hospitalizations,Pora Mon has no history of heart failure hospitalizations
"On review of systems, he denies any fevers, chills, or night sweats","On review of systems, Antonio Tomas denies any fevers, chills, or night sweats"
"He denies any new onset cough, wheezing, or hemoptysis","Lisou denies any new onset cough, wheezing, or hemoptysis"
"He developed in-stent restenosis in 07/2157, during which time he received a second drug-eluting stent to the LAD lesion","Eiuol developed in-stent restenosis in 07/2157, during which time Eiuol received a second drug-eluting stent to the LAD lesion"
"He developed recurrent chest discomfort in 12/2159, and he underwent cardiac catheterization during which time he was found to have an 80% mid LAD lesion distal to his prior stents as well as a 30% proximal RCA mid PDA stenosis","Yusrah developed recurrent chest discomfort in 12/2159, and Yusrah underwent cardiac catheterization during which time Yusrah was found to have an 80% mid LAD lesion distal to his prior stents as well as a 30% proximal RCA mid PDA stenosis"
He underwent a drug-eluting stent to the mid LAD lesion,Jibro underwent a drug-eluting stent to the mid LAD lesion
He underwent stenting to the PDA lesion on 03/06/2161,Alexis Maximiliano underwent stenting to the PDA lesion on 03/06/2161
"COPD, prescribed home oxygen, though he is not taking this","COPD, prescribed home oxygen, though Thea Marie is not taking this"
He has no known drug allergies,Gradie has no known drug allergies
He was formally employed in buidling construction,Imanu was formally employed in buidling construction
He has multiple environmental exposures including insulation as well as spray paint and without respiratory protection,Rashard has multiple environmental exposures including insulation as well as spray paint and without respiratory protection
He does not currently smoke or drink alcohol,Inge-Marie does not currently smoke or drink alcohol
He has a single sister who is 86 years of age and has no history of heart troubles,Banire has a single sister who is 86 years of age and has no history of heart troubles
"In general, he is overweight elderly man in no distress","In general, Oshida is overweight elderly man in no distress"
He appears to be functional class III,Dirgayuza appears to be functional class III
"He does not have any frank evidence of volume overload on exam today, though his ventricular function and is not entirely normal","Milenita La Nikita does not have any frank evidence of volume overload on exam today, though his ventricular function and is not entirely normal"
"Moreover, he has multiple comorbidities which may exacerbate his exertional dyspnea including COPD and coronary artery disease","Moreover, Tompalino has multiple comorbidities which may exacerbate his exertional dyspnea including COPD and coronary artery disease"
"Record date: 2090-07-16




NAME:    Curtis, Om 
MRN:     7682941
   
He is feeling great","Record date: 2090-07-16




NAME:    Curtis, Om 
MRN:     7682941
   
Muchacho is feeling great"
"He is all done with his radiation to the left axilla for metastatic
squamous cell cancer","Mihy is all done with his radiation to the left axilla for metastatic
squamous cell cancer"
"He is following closely with the radiation oncologist and the
medical oncologist","Makgaban is following closely with the radiation oncologist and the
medical oncologist"
He is seeing them both later this month,Savula is seeing them both later this month
"He has had no
problems with chest pains or shortness of breath","Zurbuchen has had no
problems with chest pains or shortness of breath"
"He does have some skin
discoloration around the left axilla but I feel no mass","Rodolfo Alberto does have some skin
discoloration around the left axilla but I feel no mass"
He has a well-healed incision,Chit Chong has a well-healed incision
"He is being followed closely by Oncology for
     this","Farkhan is being followed closely by Oncology for
     this"
"External Labs	

She has had a stress test","External Labs	

Adrian Annalise has had a stress test"
He also bumped his creatinine to 2,Smukelo also bumped his creatinine to 2
"Skin lesions, one on his left leg, one on his right medial leg and a lump on his back noticed by his daughter when she was giving him a therapeutic massage","Skin lesions, one on his left leg, one on his right medial leg and a lump on his back noticed by his daughter when Anicris was giving Asya a therapeutic massage"
"PHYSICAL EXAMINATION:  He is brighter, cheerier, acutely oriented","PHYSICAL EXAMINATION:  Dian Trisakti is brighter, cheerier, acutely oriented"
"Skin lesions include seborrheic dermatitis, seborrheic keratoses, possible lipoma, although lump on his back is firm and may need a biopsy once he has recovered from shoulder surgery","Skin lesions include seborrheic dermatitis, seborrheic keratoses, possible lipoma, although lump on his back is firm and may need a biopsy once Casaca has recovered from shoulder surgery"
Long consultation with him and his daughter regarding home care after surgery,Long consultation with Askour and his daughter regarding home care after surgery
"Of note, he was hospitalized from May 26 until May 29 for a COPD flare, and was discharged home at that time on a prednisone taper, which he completed about one week ago","Of note, Isah Abubakar was hospitalized from May 26 until May 29 for a COPD flare, and was discharged home at that time on a prednisone taper, which Isah Abubakar completed about one week ago"
He was in his usual state of good health and had even spent the past weekend with family in Connecticut camping,Miksi was in his usual state of good health and had even spent the past weekend with family in Connecticut camping
"But on the evening of June 13 he began to feel short of breath, without cough or chest pain, and the dyspnea was made worse with exertion","But on the evening of June 13 Fujiwara began to feel short of breath, without cough or chest pain, and the dyspnea was made worse with exertion"
"He also had a fever to 103, without mental status changes","Kenrie also had a fever to 103, without mental status changes"
EMS was called and in the field he was noted to be breathing at a rate in the 40s; he was given a dose of IV lasix and he put out 600cc of urine,EMS was called and in the field Mariiana was noted to be breathing at a rate in the 40s; Mariiana was given a dose of IV lasix and Mariiana put out 600cc of urine
"He was then brought to the WMC ED where he continued to display labored breathing, breathing in the 40s, afebrile, tachycardic to 147bpm","Mouliom was then brought to the WMC ED where Mouliom continued to display labored breathing, breathing in the 40s, afebrile, tachycardic to 147bpm"
"His blood pressure dropped from systolic 130s to 70/50, and so he was subsequently intubated, and a central and arterial lines placed","His blood pressure dropped from systolic 130s to 70/50, and so Wancy was subsequently intubated, and a central and arterial lines placed"
He was given approximately 2L of NS with resultant CVP of 11,Martiny was given approximately 2L of NS with resultant CVP of 11
"He was also started on dopamine, which was eventually transitioned to norepinephrine","Dhmos was also started on dopamine, which was eventually transitioned to norepinephrine"
"He was given vancomycin, levaquin, and flagyl, as well as a dose of solumedrol","Ufon was given vancomycin, levaquin, and flagyl, as well as a dose of solumedrol"
He was then transferred to the Internal Medicine,Hatije was then transferred to the Internal Medicine
"He had a fever to 103, and presented with hypotension and respiratory distress requiring intubation","Etzael had a fever to 103, and presented with hypotension and respiratory distress requiring intubation"
He has an elevated wbc and an increased creatinine to 1,Yamoah has an elevated wbc and an increased creatinine to 1
"6; his chest x-ray is consistent with a RUL and RML pneumonia, and he has a low bnp negative for cardiac stretching","6; his chest x-ray is consistent with a RUL and RML pneumonia, and Marwa has a low bnp negative for cardiac stretching"
"He remains quite clear that he has no interest in furhter ""exploring"" the PTSD history, and I reassured him that CBT does not require doing this","Ervehe remains quite clear that Ervehe has no interest in furhter ""exploring"" the PTSD history, and I reassured Ervehe that CBT does not require doing this"
"HISTORY OF PRESENT ILLNESS:  She has a long history of
severe cerebrovascular disease, with multiple strokes","HISTORY OF PRESENT ILLNESS:  Gicuta Marinela has a long history of
severe cerebrovascular disease, with multiple strokes"
"She
has stenosis in both anterior and posterior circulation","Mohabir
has stenosis in both anterior and posterior circulation"
"In August 2095, she was admitted to BMH with a right
cerebellar stroke, complicated by a brief intubation and
pneumonia","In August 2095, Norwani was admitted to BMH with a right
cerebellar stroke, complicated by a brief intubation and
pneumonia"
"She underwent stenting of her right vertebral
artery and left common carotid artery","Kaposvari underwent stenting of her right vertebral
artery and left common carotid artery"
"She had subsequent
episodes of worsening speech, and was started on Coumadin,
with an INR goal of 2","Kandie had subsequent
episodes of worsening speech, and was started on Coumadin,
with an INR goal of 2"
"She is followed closely by
Neurology and may, at some point, undergo further
interventional radiology procedures, to be determined","Ma Lu is followed closely by
Neurology and may, at some point, undergo further
interventional radiology procedures, to be determined"
"During her most recent hospitalization she had some
confusion which was attributed to low sodium","During her most recent hospitalization Iverija had some
confusion which was attributed to low sodium"
"Since leaving the hospital, she has had ongoing weight loss","Since leaving the hospital, Advocacia has had ongoing weight loss"
"She had a swallowing study on October 26, 2095, which
revealed no aspiration, but very poor bolus formation","Montasr had a swallowing study on October 26, 2095, which
revealed no aspiration, but very poor bolus formation"
"Over the past couple of weeks, she has worsening trouble
with coughing, choking and sputtering, as she attempts to
swallow","Over the past couple of weeks, Neha Singh has worsening trouble
with coughing, choking and sputtering, as Neha Singh attempts to
swallow"
"She is drinking two or three can of
booster Ensure daily, but clearly not meeting her caloric
needs","Pandie Judie is drinking two or three can of
booster Ensure daily, but clearly not meeting her caloric
needs"
"The patient's
daughter describes that she had a normal colonoscopy in
early 2095, at the Richwood Area Community Hospital","The patient's
daughter describes that Ilvia had a normal colonoscopy in
early 2095, at the Richwood Area Community Hospital"
"PHYSICAL EXAMINATION:  
GENERAL:  Cachectic, anxious woman, who is slightly unsteady
on her feet, but safe with ambulation if she moves slowly
and carefully","PHYSICAL EXAMINATION:  
GENERAL:  Cachectic, anxious woman, who is slightly unsteady
on her feet, but safe with ambulation if Ntonga moves slowly
and carefully"
"This
is a significant health concern for her, as she has become
progressively cachectic and weak","This
is a significant health concern for her, as Altaee has become
progressively cachectic and weak"
"She is referred urgently to Nutrition, and will see them on
Tuesday","Sameeksha is referred urgently to Nutrition, and will see them on
Tuesday"
She should continue to take p,Desiree Marie should continue to take p
"foods as tolerated, but she
needs to attempt to meet her caloric intake via the G-tube,
since she is clearly not meeting it p","foods as tolerated, but Saliim
needs to attempt to meet her caloric intake via the G-tube,
since Saliim is clearly not meeting it p"
"The patient's daughter and
the nutritionist are aware of her issues with vitamin K and
Coumadin, and they will discuss this further when she sees
Nutrition Clinic in two days","The patient's daughter and
the nutritionist are aware of her issues with vitamin K and
Coumadin, and they will discuss this further when Ianex sees
Nutrition Clinic in two days"
"If she does
have chronic constipation, this may impact her appetite and
her ability to eat successfully","If Hazod does
have chronic constipation, this may impact her appetite and
her ability to eat successfully"
"She is very concerned about her
weight loss, as am I","Ottie is very concerned about her
weight loss, as am I"
"He said the chest discomfort was moderate, substernal and L chest, nonradiating, relieved by a single dose of NTG","Getaneh Mekonnen said the chest discomfort was moderate, substernal and L chest, nonradiating, relieved by a single dose of NTG"
"He asked his wife to call EMS, by the time they arrived he was CP free but decided to come to the ER given his cardiac history","Janerca asked his wife to call EMS, by the time they arrived Janerca was CP free but decided to come to the ER given his cardiac history"
On arrival to the floor he continued to be CP free,On arrival to the floor Nasi Lemak continued to be CP free
"Of note, 1d PTA he called his PCP clinic and c/o CP","Of note, 1d PTA Shamsudkn called his PCP clinic and c/o CP"
"He stated when walking from the H J Heinz Company he had progressive SOB with mild L CP that was similar to, but much milder than this current episode","Erfanhossen stated when walking from the H J Heinz Company Erfanhossen had progressive SOB with mild L CP that was similar to, but much milder than this current episode"
ER Course: He remained CP free with stable VS,ER Course: Beniel remained CP free with stable VS
He received ASA,Vanden received ASA
"REVIEW OF SYSTEMS

He had no HA, visual changes, light-headedness, SOB, abd pain, n/v/d/c, LE edema","REVIEW OF SYSTEMS

Gingercita La Bebecitap had no HA, visual changes, light-headedness, SOB, abd pain, n/v/d/c, LE edema"
"She did have one in the left hand for which she had 
     surgery in June, 2064","Judit Vivien did have one in the left hand for which Judit Vivien had 
     surgery in June, 2064"
"At that time, she also had an ulnar nerve decompression","At that time, Lelepons also had an ulnar nerve decompression"
"She had trigger fingers in the left index and ring finger as well, 
     which were repaired","Sergio Anndres had trigger fingers in the left index and ring finger as well, 
     which were repaired"
"She is a Transport Operations Supervisor that uses her hands 
     extensively and is very concerned about the pain in her right hand","Soldanela is a Transport Operations Supervisor that uses her hands 
     extensively and is very concerned about the pain in her right hand"
She only rarely checks her blood sugars,Nazlina only rarely checks her blood sugars
She has had diabetes for 28 years,Weza has had diabetes for 28 years
"She takes 
     NPH insulin 25 units sub q q","Harold Jose takes 
     NPH insulin 25 units sub q q"
"She 
     is not on an evening dose","Bahitzhan 
     is not on an evening dose"
She denies any problems with peripheral neuropathy,Duc Tai denies any problems with peripheral neuropathy
"She is status post single vessel CABG in 
     9/61 for isolated lesion","Umvuvu is status post single vessel CABG in 
     9/61 for isolated lesion"
Since then she has had no angina,Since then Maia Mao has had no angina
"She has 
     been on no medications for coronary artery disease since 2063","Ameenatu has 
     been on no medications for coronary artery disease since 2063"
"She was found to have a breast mass in 12/66 and 
     underwent wire localization and biopsy","Valdez was found to have a breast mass in 12/66 and 
     underwent wire localization and biopsy"
"At that  time, she had micro 
     calcifications on her mammogram at that time","At that  time, Andrea Joselin had micro 
     calcifications on her mammogram at that time"
She has sternotomy scars present,Innas has sternotomy scars present
"She does have a firm mass 
below the incisional scar at 3:00 P","Afds does have a firm mass 
below the incisional scar at 3:00 P"
She was referred to Dr,Kitaip was referred to Dr
"given that 
     she does have coronary artery disease, and there is a question as to 
     whether or not she had an MI in 2061, which she will return in one 
     month for blood pressure check and also to review her blood sugars","given that 
     Chamari does have coronary artery disease, and there is a question as to 
     whether or not Chamari had an MI in 2061, which Chamari will return in one 
     month for blood pressure check and also to review her blood sugars"
"He denies having any chest pain, any shortness of breath, or any difficulty sleeping at night","Ndukong denies having any chest pain, any shortness of breath, or any difficulty sleeping at night"
His brother-in-law lives with him,His brother-in-law lives with Carlos Rafael
He reports no change in Mr,Kriola reports no change in Mr
SOCIAL HISTORY:  He doesn't smoke,SOCIAL HISTORY:  Mimia doesn't smoke
At his next visit he will need a recheck of this as well as of B12 level,At his next visit Vikee will need a recheck of this as well as of B12 level
He will need Hemoccult cards at his next visit,Fariid will need Hemoccult cards at his next visit
"Umphrey is somewhat cognitively and expressively impaired following rupture of a cerebral aneurysm 1/ 66; she was required sub-occipital craniotomy, clot evacuation, and placement for a VP shunt","Umphrey is somewhat cognitively and expressively impaired following rupture of a cerebral aneurysm 1/ 66; Mamata was required sub-occipital craniotomy, clot evacuation, and placement for a VP shunt"
"She was transferred to Kingsley County Clinic 2/66, and was d/c'd 5/31/66","Ugur was transferred to Kingsley County Clinic 2/66, and was d/c'd 5/31/66"
"She gets nutrition and medication through a G-tube at this point, and has had an indwelling foley catheter","Maires gets nutrition and medication through a G-tube at this point, and has had an indwelling foley catheter"
Umphrey was taken to the emergency room; the symptoms she was having at that time are not clear,Umphrey was taken to the emergency room; the symptoms Taveira was having at that time are not clear
"U/A was suggestive of a UTI, and she was treated with a 3-day course of levofloxacin","U/A was suggestive of a UTI, and Redentsimdea was treated with a 3-day course of levofloxacin"
Her husband reports that she has also been more somnolent and    less herself    over the last few days,Her husband reports that Perttu has also been more somnolent and    less herself    over the last few days
She was sent to the PDI ED for further evaluation,Kavah was sent to the PDI ED for further evaluation
She was given a dose of levofloxacin 500mg and transferred to the floor,Proceso was given a dose of levofloxacin 500mg and transferred to the floor
"5 mg qd

Prozac 30mg qd

Prevacid 30mg qd

Synthroid 137 mg qd

Cozaar 25mg qd

Ritalin 20mg 8am and 1pm

Lipitor 10mg qhs

MVI

ASA 81mg qd

Colace 100mg tid



Allergies:  finosopril, percocet, erythromycin



SH:  	Lives with husband, who sounds like he is primary caregiver","5 mg qd

Prozac 30mg qd

Prevacid 30mg qd

Synthroid 137 mg qd

Cozaar 25mg qd

Ritalin 20mg 8am and 1pm

Lipitor 10mg qhs

MVI

ASA 81mg qd

Colace 100mg tid



Allergies:  finosopril, percocet, erythromycin



SH:  	Lives with husband, who sounds like Jhoney is primary caregiver"
"In addition, he has many other medical problems, including continuing therapy for a +PPD,



Ischemia

-	clopidogrel, ASA

-	Atorvastatin

-	Add isordil when BP allows

-	Would benefit from ACE-I, follow BP and add as tolerated





HTN

-	norvasc

-	ACE-I

-	Question h/o problems with BBs given asthma, check with Dr","In addition, Danijela-Nela has many other medical problems, including continuing therapy for a +PPD,



Ischemia

-	clopidogrel, ASA

-	Atorvastatin

-	Add isordil when BP allows

-	Would benefit from ACE-I, follow BP and add as tolerated





HTN

-	norvasc

-	ACE-I

-	Question h/o problems with BBs given asthma, check with Dr"
"As you know, she is a pleasant 82 yo woman with h/o asthma, recurrent DVT on coumadin, breast cancer s/p lumpectomy + chemo and radiation therapy 30 years ago with resultant mild radiation fibrosis - now with recurrence in the contralateral breast, DM, HTN, HLP, anemia and hypothyroidism who is being evaluated at the CL for exertional dyspnea since 2102 when she fell and suffered a compression fracture","As you know, Ibarahim is a pleasant 82 yo woman with h/o asthma, recurrent DVT on coumadin, breast cancer s/p lumpectomy + chemo and radiation therapy 30 years ago with resultant mild radiation fibrosis - now with recurrence in the contralateral breast, DM, HTN, HLP, anemia and hypothyroidism who is being evaluated at the CL for exertional dyspnea since 2102 when Ibarahim fell and suffered a compression fracture"
